AuthorID,Author,Date,Content,Attachments,Reactions
"310786798810824704","luluwulul#6723","29-Sep-20 09:45 PM","in the starter file for the linker","",""
"310786798810824704","luluwulul#6723","29-Sep-20 09:45 PM","When they read in the file for us","",""
"310786798810824704","luluwulul#6723","29-Sep-20 09:45 PM","is it reading in all the files?","",""
"310786798810824704","luluwulul#6723","29-Sep-20 09:45 PM","Or is it just a single file?","",""
"431243213043400726","Bright#5362","29-Sep-20 09:46 PM","all files","",""
"431243213043400726","Bright#5362","29-Sep-20 09:46 PM","they get saved in their FileData structs","",""
"310786798810824704","luluwulul#6723","29-Sep-20 09:46 PM","Wait I'm a little confused now","",""
